3001031|63276|795|3|17|21067.59|0.05|0.08|N|O|1997-11-30|1997-10-08|1997-12-18|DELIVER IN PERSON|AIR| the final, pending deposit
3001031|70517|518|4|2|2975.02|0.06|0.03|N|O|1997-09-17|1997-10-16|1997-10-16|COLLECT COD|FOB|ar instructions. qui
3001031|176875|4427|5|48|93689.76|0.02|0.04|N|O|1997-10-09|1997-11-18|1997-10-29|TAKE BACK RETURN|AIR|press packages detect ironi
3001031|133496|3497|6|49|74945.01|0.06|0.07|N|O|1997-10-07|1997-10-30|1997-10-27|TAKE BACK RETURN|RAIL|ress Tiresias agains
3001056|149190|9191|1|32|39654.08|0.06|0.07|N|O|1998-06-17|1998-07-22|1998-06-29|TAKE BACK RETURN|REG AIR| idly blithe d
3001056|34110|4111|2|22|22970.42|0.06|0.01|N|O|1998-07-16|1998-06-19|1998-08-04|TAKE BACK RETURN|REG AIR|avely unusual deposits use carefully f
3001056|81575|1576|3|8|12452.56|0.10|0.05|N|O|1998-07-04|1998-06-27|1998-07-23|TAKE BACK RETURN|TRUCK|rding to the furiously express ins
3001056|28716|6223|4|4|6578.84|0.01|0.01|N|O|1998-07-20|1998-07-03|1998-08-10|NONE|REG AIR|ccounts are blithe
3001057|142994|5509|1|14|28517.86|0.07|0.03|A|F|1994-10-26|1994-12-20|1994-11-23|NONE|AIR|owly across
3001057|97663|2682|2|33|54801.78|0.04|0.06|A|F|1994-10-29|1994-11-18|1994-11-17|NONE|AIR|kages into the regular deposits sl
3001058|28013|5520|1|5|4705.05|0.09|0.08|R|F|1993-05-31|1993-05-09|1993-06-22|COLLECT COD|FOB|longside of the ironic accounts. express
3001058|13682|3683|2|29|46274.72|0.05|0.04|A|F|1993-05-04|1993-04-20|1993-05-06|DELIVER IN PERSON|MAIL|. fluffily r
3001058|148782|1297|3|49|89708.22|0.05|0.02|R|F|1993-05-26|1993-05-13|1993-06-09|TAKE BACK RETURN|SHIP|e even, silent accounts. 
3001058|162782|7815|4|37|68256.86|0.04|0.07|A|F|1993-03-17|1993-04-08|1993-03-18|NONE|SHIP| around the carefully
3001058|65566|579|5|17|26036.52|0.01|0.02|R|F|1993-05-09|1993-05-18|1993-05-15|COLLECT COD|RAIL|ross the evenly unusual instr
